"UserID","YOB","Gender","Income","HouseholdStatus","EducationLevel","Party","Happy","Q124742","Q124122","Q123464","Q123621","Q122769","Q122770","Q122771","Q122120","Q121699","Q121700","Q120978","Q121011","Q120379","Q120650","Q120472","Q120194","Q120012","Q120014","Q119334","Q119851","Q119650","Q118892","Q118117","Q118232","Q118233","Q118237","Q117186","Q117193","Q116797","Q116881","Q116953","Q116601","Q116441","Q116448","Q116197","Q115602","Q115777","Q115610","Q115611","Q115899","Q115390","Q114961","Q114748","Q115195","Q114517","Q114386","Q113992","Q114152","Q113583","Q113584","Q113181","Q112478","Q112512","Q112270","Q111848","Q111580","Q111220","Q110740","Q109367","Q108950","Q109244","Q108855","Q108617","Q108856","Q108754","Q108342","Q108343","Q107869","Q107491","Q106993","Q106997","Q106272","Q106388","Q106389","Q106042","Q105840","Q105655","Q104996","Q103293","Q102906","Q102674","Q102687","Q102289","Q102089","Q101162","Q101163","Q101596","Q100689","Q100680","Q100562","Q99982","Q100010","Q99716","Q99581","Q99480","Q98869","Q98578","Q98059","Q98078","Q98197","Q96024","votes","Party5","EducationLevel4","Income5","Income6"
22,1996,"Male","$75,000 - $100,000","Single (no kids)","Current K-12","Libertarian",1,"Yes","No","No","No","No","Yes","Public","No","No","Yes","Yes","No","No","Yes","Science","Study first","Yes","Yes","No","No","Receiving","No","No","Idealist","Yes","No","Hot headed","Odd hours","No","Right","No","No","No","Yes","P.M.","No","End","Yes","No","Circumstances","Yes","Yes","Yes","Yes","No","Mysterious","No","No","Tunes","People","No","Yes","Yes","Yes","Yes","Supportive","No","PC","Yes","Risk-friendly","No","Umm...","No","Socialize","No","In-person","Yes","No","Yes","No","Grrr people","Yes","No","Yes","No","Yes","Yes","Yes","No","No","No","Yes","No","Own","Optimist","Dad","Yes","No","No","Yes","Nope","No","No","No","Yes","No","Yes","Yes","No","No","Yes",100,"FALSE","FALSE","FALSE","FALSE"
25,1997,"Female","$75,000 - $100,000","Single (no kids)","High School Diploma","Democrat",1,"No","No","No","No","No","Yes","Public","No","No","No","No","No","Yes","Yes","Art","Try first","Yes","Yes","No","Yes","Receiving","Yes","Yes","Idealist","No","No","Hot headed","Standard hours","Yes","Happy","Yes","Yes","No","No","P.M.","Yes","End","Yes","No","Circumstances","Yes","No","No","No","No","Mysterious","No","No","Tunes","People","No","No","Yes","No","Yes","Supportive","No","Mac","No","Cautious","Yes","Yes!","No","Space","Yes","In-person","Yes","Yes","Yes","Yes","Yay people!","No","No","No","No","No","Yes","Yes","Yes","Yes","No","No","No","Own","Optimist","Mom","No","No","Yes","Yes","Check!","Yes","No","No","No","Yes","No","Yes","No","No","Yes",34,"FALSE","FALSE","FALSE","FALSE"
26,1976,"Male","$50,000 - $74,999","Married (no kids)","Bachelor's Degree","Democrat",0,"No","No","No","Yes","No","Yes","Public","Yes","Yes","No","Yes","No","Yes","Yes","Science","Study first","No","Yes","No","Yes","Giving","No","No","Pragmatist","No","No","Cool headed","Odd hours","Yes","Right","No","Yes","No","No","P.M.","Yes","Start","No","No","Circumstances","Yes","Yes","No","Yes","No","Mysterious","No","Yes","Talk","Technology","No","Yes","Yes","No","Yes","Supportive","No","PC","No","Cautious","Yes","Yes!","No","Space","No","In-person","Yes","Yes","Yes","Yes","Grrr people","Yes","No","Yes","No","Yes","Yes","No","Yes","No","Yes","Yes","No","Rent","Pessimist","Dad","No","Yes","Yes","Yes","Check!","Yes","No","No","Yes","No","No","Yes","Yes","No","Yes",100,"FALSE","FALSE","FALSE","FALSE"
27,1982,"Female","$25,001 - $50,000","Single (no kids)","Master's Degree","Independent",0,"Yes","No","No","Yes","No","Yes","Public","No","Yes","Yes","Yes","No","Yes","Yes","Science","Study first","Yes","No","No","Yes","Giving","Yes","No","Pragmatist","No","Yes","Hot headed","Standard hours","No","Happy","Yes","Yes","No","Yes","P.M.","Yes","Start","Yes","No","Me","Yes","Yes","No","Yes","No","TMI","No","Yes","Tunes","People","Yes","Yes","Yes","No","Yes","Demanding","No","PC","Yes","Cautious","Yes","Yes!","No","Space","Yes","In-person","Yes","No","Yes","Yes","Yay people!","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","Rent","Pessimist","Dad","No","Yes","Yes","Yes","Nope","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes",99,"FALSE","FALSE","FALSE","FALSE"
35,1993,"Male","$75,000 - $100,000","Single (no kids)","Current Undergraduate","Republican",0,"No","Yes","No","No","Yes","No","Public","No","Yes","No","Yes","No","Yes","Yes","Art","Try first","No","No","No","No","Receiving","Yes","Yes","Pragmatist","No","Yes","Cool headed","Odd hours","No","Happy","Yes","Yes","No","Yes","P.M.","No","Start","No","No","Circumstances","No","Yes","No","No","No","TMI","No","No","Tunes","People","No","No","Yes","Yes","Yes","Supportive","No","PC","No","Cautious","No","Yes!","No","Socialize","Yes","In-person","No","Yes","Yes","Yes","Grrr people","No","No","No","Yes","No","Yes","No","No","Yes","No","No","No","Own","Pessimist","Dad","No","Yes","No","Yes","Nope","Yes","No","No","Yes","No","No","Yes","Yes","No","No",101,"TRUE","FALSE","FALSE","FALSE"
36,1951,"Female","$50,000 - $74,999","Married (w/kids)","Master's Degree","Democrat",0,"No","No","No","Yes","No","No","Public","No","Yes","No","No","No","Yes","Yes","Science","Study first","No","No","No","Yes","Receiving","Yes","No","Pragmatist","No","Yes","Cool headed","Standard hours","Yes","Happy","Yes","Yes","Yes","No","A.M.","Yes","End","Yes","No","Me","Yes","Yes","Yes","Yes","No","TMI","No","No","Talk","Technology","No","No","No","No","Yes","Supportive","No","Mac","Yes","Cautious","Yes","Yes!","No","Space","No","In-person","Yes","Yes","Yes","No","Yay people!","No","No","Yes","Yes","Yes","No","No","Yes","No","Yes","Yes","No","Own","Optimist","Dad","No","Yes","Yes","No","Check!","Yes","No","No","Yes","No","No","Yes","No","No","No",87,"FALSE","FALSE","FALSE","FALSE"
38,1996,"Male","over $150,000","Single (no kids)","Current K-12","Democrat",0,"Yes","No","No","No","No","No","Public","No","Yes","No","No","No","No","Yes","Art","Try first","No","Yes","No","No","Receiving","No","Yes","Pragmatist","No","No","Cool headed","Standard hours","Yes","Right","Yes","Yes","No","Yes","P.M.","Yes","End","Yes","No","Circumstances","No","Yes","No","Yes","Yes","Mysterious","No","No","Tunes","Technology","No","No","Yes","No","Yes","Supportive","No","PC","No","Risk-friendly","Yes","Umm...","No","Space","Yes","In-person","No","Yes","Yes","Yes","Grrr people","No","No","No","No","No","Yes","Yes","No","No","No","Yes","No","Own","Pessimist","Dad","No","No","No","No","Nope","Yes","No","No","No","No","Yes","Yes","No","No","Yes",101,"FALSE","FALSE","FALSE","TRUE"
39,1977,"Female","$25,001 - $50,000","Single (no kids)","Bachelor's Degree","Democrat",1,"No","No","No","Yes","Yes","No","Public","No","No","No","Yes","No","No","Yes","Science","Study first","No","Yes","No","No","Giving","Yes","Yes","Pragmatist","No","No","Cool headed","Standard hours","No","Happy","Yes","Yes","No","No","A.M.","Yes","Start","Yes","No","Me","No","No","Yes","No","Yes","Mysterious","No","Yes","Tunes","Technology","Yes","Yes","Yes","No","Yes","Supportive","No","PC","No","Cautious","No","Yes!","No","Space","No","In-person","No","No","Yes","Yes","Grrr people","Yes","No","No","No","Yes","No","Yes","No","No","No","Yes","No","Own","Optimist","Dad","No","Yes","Yes","Yes","Check!","Yes","Yes","No","No","Yes","No","Yes","Yes","No","Yes",90,"FALSE","FALSE","FALSE","FALSE"
40,1961,"Male","over $150,000","Domestic Partners (no kids)","High School Diploma","Republican",1,"No","Yes","No","Yes","No","Yes","Public","No","Yes","No","No","No","No","Yes","Science","Study first","Yes","Yes","Yes","No","Giving","Yes","No","Idealist","No","No","Cool headed","Odd hours","No","Happy","No","Yes","Yes","Yes","P.M.","Yes","Start","Yes","Yes","Me","No","Yes","Yes","Yes","Yes","TMI","Yes","No","Talk","Technology","No","Yes","No","Yes","No","Supportive","No","Mac","No","Cautious","No","Yes!","No","Space","No","Online","No","Yes","Yes","Yes","Yay people!","Yes","No","No","Yes","No","No","No","No","No","No","Yes","No","Own","Optimist","Dad","Yes","No","No","Yes","Check!","Yes","No","Yes","No","Yes","No","Yes","No","No","Yes",51,"TRUE","FALSE","FALSE","TRUE"
41,1979,"Female","$75,000 - $100,000","Single (no kids)","High School Diploma","Democrat",1,"Yes","No","No","Yes","Yes","Yes","Public","No","Yes","No","Yes","Yes","No","Yes","Art","Try first","Yes","Yes","No","No","Giving","Yes","No","Idealist","No","No","Cool headed","Standard hours","Yes","Happy","Yes","Yes","No","No","P.M.","Yes","End","Yes","No","Me","Yes","Yes","Yes","No","No","TMI","Yes","No","Talk","Technology","No","Yes","Yes","No","Yes","Demanding","Yes","PC","Yes","Cautious","No","Yes!","No","Space","Yes","In-person","No","No","Yes","No","Grrr people","No","No","Yes","Yes","Yes","No","Yes","Yes","No","No","No","No","Rent","Pessimist","Dad","Yes","Yes","Yes","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes",101,"FALSE","FALSE","FALSE","FALSE"
42,1942,"Male","$100,001 - $150,000","Married (w/kids)","Master's Degree","Democrat",1,"No","No","No","No","No","No","Private","No","Yes","No","No","No","Yes","Yes","Science","Study first","Yes","Yes","Yes","Yes","Giving","Yes","No","Pragmatist","No","No","Cool headed","Standard hours","Yes","Happy","Yes","Yes","Yes","No","P.M.","Yes","Start","Yes","No","Me","Yes","No","Yes","Yes","No","TMI","Yes","Yes","Tunes","Technology","Yes","No","No","Yes","Yes","Supportive","No","Mac","No","Risk-friendly","Yes","Yes!","No","Space","No","In-person","No","Yes","Yes","Yes","Yay people!","No","No","No","Yes","Yes","No","Yes","No","No","No","No","No","Own","Optimist","Mom","No","No","Yes","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes",89,"FALSE","FALSE","TRUE","FALSE"
43,1979,"Female","$25,001 - $50,000","Married (w/kids)","Bachelor's Degree","Democrat",1,"No","Yes","No","Yes","No","No","Public","No","Yes","No","No","Yes","Yes","Yes","Science","Try first","Yes","No","No","No","Receiving","Yes","Yes","Pragmatist","No","No","Hot headed","Standard hours","No","Happy","Yes","No","Yes","No","P.M.","No","End","Yes","No","Circumstances","Yes","Yes","No","No","No","TMI","Yes","Yes","Tunes","People","No","Yes","Yes","No","No","Supportive","No","Mac","Yes","Risk-friendly","No","Yes!","No","Space","No","In-person","Yes","Yes","Yes","No","Grrr people","No","No","No","Yes","Yes","Yes","No","No","No","Yes","No","No","Rent","Optimist","Dad","No","Yes","Yes","No","Nope","Yes","No","No","Yes","Yes","No","Yes","No","No","No",97,"FALSE","FALSE","FALSE","FALSE"
44,1968,"Male","$50,000 - $74,999","Married (no kids)","Current K-12","Republican",1,"No","No","No","Yes","Yes","Yes","Public","No","No","No","No","Yes","No","Yes","Art","Study first","Yes","No","No","Yes","Giving","Yes","Yes","Idealist","No","No","Cool headed","Standard hours","Yes","Happy","Yes","Yes","Yes","No","A.M.","Yes","Start","Yes","Yes","Me","Yes","No","No","Yes","Yes","Mysterious","Yes","Yes","Talk","People","Yes","No","No","Yes","No","Demanding","No","Mac","Yes","Cautious","No","Yes!","No","Space","No","Online","No","Yes","Yes","Yes","Yay people!","Yes","No","No","Yes","Yes","Yes","Yes","No","No","No","Yes","No","Own","Optimist","Mom","No","Yes","Yes","Yes","Check!","No","No","Yes","Yes","Yes","No","Yes","Yes","Yes","No",37,"TRUE","FALSE","FALSE","FALSE"
48,1971,"Male","$100,001 - $150,000","Married (w/kids)","High School Diploma","Independent",1,"No","Yes","No","No","Yes","Yes","Public","No","Yes","No","Yes","No","No","Yes","Art","Study first","Yes","Yes","Yes","No","Giving","Yes","No","Idealist","Yes","No","Hot headed","Odd hours","No","Happy","No","Yes","No","No","P.M.","No","End","No","Yes","Circumstances","No","No","No","No","No","TMI","No","Yes","Tunes","Technology","Yes","Yes","Yes","No","Yes","Supportive","No","Mac","Yes","Risk-friendly","No","Yes!","No","Space","No","In-person","No","Yes","Yes","Yes","Yay people!","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","No","No","Yes","Own","Optimist","Dad","Yes","Yes","No","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes",79,"FALSE","FALSE","TRUE","FALSE"
49,1969,"Female","$100,001 - $150,000","Married (w/kids)","Master's Degree","Democrat",1,"No","No","No","Yes","No","Yes","Public","No","Yes","No","Yes","No","Yes","No","Science","Study first","No","No","No","No","Giving","Yes","Yes","Pragmatist","Yes","Yes","Hot headed","Standard hours","Yes","Happy","Yes","Yes","Yes","No","A.M.","No","End","Yes","Yes","Me","No","No","No","No","No","Mysterious","No","No","Talk","People","No","Yes","Yes","No","Yes","Supportive","Yes","PC","Yes","Cautious","Yes","Yes!","No","Space","No","Online","Yes","Yes","Yes","Yes","Yay people!","Yes","Yes","No","Yes","No","Yes","No","No","Yes","Yes","Yes","No","Own","Optimist","Mom","No","Yes","Yes","Yes","Check!","Yes","No","No","Yes","No","No","Yes","No","No","No",101,"FALSE","FALSE","TRUE","FALSE"
50,1997,"Male","over $150,000","Married (w/kids)","Current K-12","Republican",1,"No","Yes","No","No","No","Yes","Private","No","No","No","Yes","No","No","Yes","Science","Try first","No","Yes","Yes","No","Giving","Yes","No","Idealist","No","No","Hot headed","Standard hours","No","Happy","No","Yes","Yes","No","P.M.","No","End","Yes","Yes","Me","Yes","Yes","Yes","No","No","TMI","No","No","Tunes","People","Yes","Yes","Yes","No","No","Supportive","No","Mac","Yes","Risk-friendly","No","Yes!","No","Socialize","No","In-person","No","No","Yes","Yes","Grrr people","Yes","No","Yes","No","Yes","Yes","No","Yes","Yes","No","No","Yes","Own","Pessimist","Mom","No","No","Yes","No","Nope","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","No",36,"TRUE","FALSE","FALSE","TRUE"
51,1980,"Male","$100,001 - $150,000","Married (no kids)","Bachelor's Degree","Independent",0,"Yes","Yes","No","Yes","No","Yes","Public","No","Yes","No","Yes","No","No","Yes","Science","Study first","No","No","No","Yes","Receiving","No","Yes","Pragmatist","Yes","No","Cool headed","Odd hours","No","Right","Yes","Yes","No","Yes","P.M.","Yes","End","No","Yes","Circumstances","No","Yes","Yes","No","No","Mysterious","Yes","No","Talk","People","No","No","Yes","No","Yes","Supportive","No","PC","Yes","Cautious","No","Yes!","No","Space","Yes","In-person","No","No","Yes","Yes","Grrr people","Yes","No","Yes","No","No","No","Yes","No","No","No","Yes","Yes","Own","Pessimist","Mom","Yes","No","No","No","Nope","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","No",97,"FALSE","FALSE","TRUE","FALSE"
56,1976,"Male","$25,001 - $50,000","Single (w/kids)","Master's Degree","Republican",0,"Yes","Yes","No","Yes","No","No","Public","No","Yes","No","Yes","No","No","No","Science","Study first","Yes","No","Yes","No","Giving","No","Yes","Pragmatist","No","Yes","Hot headed","Odd hours","Yes","Happy","No","No","Yes","No","A.M.","Yes","Start","No","No","Circumstances","No","Yes","No","Yes","Yes","TMI","No","No","Tunes","People","No","No","Yes","Yes","No","Supportive","No","PC","Yes","Cautious","No","Yes!","No","Socialize","No","Online","No","Yes","No","Yes","Grrr people","No","Yes","No","No","No","Yes","No","No","Yes","Yes","No","No","Rent","Pessimist","Mom","No","No","No","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes",78,"TRUE","FALSE","FALSE","FALSE"
57,1961,"Female","$100,001 - $150,000","Married (w/kids)","Bachelor's Degree","Independent",0,"No","No","No","Yes","No","No","Private","No","Yes","No","No","Yes","No","Yes","Science","Try first","No","Yes","No","No","Giving","Yes","Yes","Pragmatist","No","No","Cool headed","Odd hours","Yes","Happy","Yes","Yes","No","No","A.M.","Yes","End","Yes","No","Me","No","Yes","No","Yes","No","TMI","Yes","Yes","Talk","Technology","No","Yes","No","No","Yes","Supportive","No","Mac","Yes","Cautious","No","Umm...","No","Space","No","Online","Yes","Yes","Yes","No","Yay people!","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Own","Optimist","Dad","No","Yes","Yes","Yes","Nope","Yes","No","Yes","Yes","No","Yes","Yes","No","No","No",100,"FALSE","FALSE","TRUE","FALSE"
62,1958,"Male","$50,000 - $74,999","Single (no kids)","High School Diploma","Republican",0,"No","No","No","Yes","Yes","Yes","Public","No","Yes","No","No","Yes","No","Yes","Science","Try first","No","No","No","No","Giving","No","Yes","Pragmatist","No","Yes","Cool headed","Standard hours","No","Right","Yes","No","No","No","A.M.","Yes","Start","Yes","No","Me","No","Yes","Yes","Yes","Yes","Mysterious","Yes","No","Talk","Technology","Yes","Yes","Yes","No","Yes","Demanding","No","PC","Yes","Cautious","No","Umm...","No","Space","No","In-person","No","No","Yes","Yes","Grrr people","Yes","No","Yes","No","No","No","No","No","Yes","No","Yes","No","Rent","Pessimist","Dad","No","Yes","No","No","Nope","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","No",92,"TRUE","FALSE","FALSE","FALSE"
63,1991,"Male","under $25,000","Single (no kids)","Current Undergraduate","Republican",0,"No","Yes","No","No","No","No","Public","No","Yes","No","No","No","No","Yes","Art","Study first","No","Yes","No","No","Receiving","Yes","Yes","Pragmatist","No","No","Cool headed","Standard hours","No","Right","Yes","No","Yes","No","P.M.","Yes","Start","No","Yes","Circumstances","Yes","Yes","Yes","Yes","No","Mysterious","No","Yes","Tunes","Technology","Yes","No","Yes","No","Yes","Supportive","No","Mac","No","Cautious","No","Yes!","No","Space","No","In-person","No","Yes","Yes","Yes","Grrr people","Yes","No","Yes","No","No","No","No","No","No","No","No","No","Own","Pessimist","Mom","No","No","No","Yes","Check!","Yes","No","No","No","Yes","No","Only-child","No","Yes","Yes",101,"TRUE","FALSE","FALSE","FALSE"
64,1984,"Female","$75,000 - $100,000","Single (no kids)","Bachelor's Degree","Independent",0,"No","Yes","No","Yes","No","Yes","Public","No","Yes","No","Yes","No","No","Yes","Science","Study first","Yes","Yes","Yes","Yes","Receiving","No","No","Pragmatist","No","Yes","Hot headed","Standard hours","No","Happy","No","Yes","Yes","Yes","P.M.","No","Start","Yes","No","Me","No","Yes","Yes","Yes","No","TMI","No","No","Tunes","Technology","No","No","Yes","Yes","Yes","Supportive","No","Mac","No","Risk-friendly","No","Umm...","No","Space","No","Online","Yes","No","No","Yes","Grrr people","No","No","No","Yes","Yes","No","No","No","Yes","Yes","No","No","Own","Optimist","Dad","No","Yes","Yes","Yes","Check!","Yes","Yes","No","Yes","No","No","Yes","No","No","No",101,"FALSE","FALSE","FALSE","FALSE"
